,inventory,src_index,inventory_id,inventory_id_name,lsidx,trigger,type,material,spat_unc,ID_HDC_G0,UC_NM_MN,date_local_midnight_utc,precip_source,Gauge ID,station_dist,tr_start,tr_tpk,tr_htopk,tr_cptopk,tr_nnantopk,e_start,e_htopk,e_cptopk,e_nnantopk
1152,NASA GLC,32742,4891,event_id,32742,Precipitation,Slide,Unknown,<1km,13121,Wellington,2013-05-31 12:00:00+00:00,GSDR,NZ_38794,15328.6537492078,2013-06-01 12:00:00+00:00,2013-06-01 12:00:00+00:00,1,0.6,0,2013-06-01 12:00:00+00:00,1,0.6,0
846,NASA GLC,33614,2917,event_id,33614,Precipitation,Slide,Earth,Exact,140,Seattle,2010-12-30 08:00:00+00:00,GSDR,US_457473,9555.52883716781,2010-12-30 09:00:00+00:00,2010-12-30 08:00:00+00:00,0,0,0,2010-12-18 17:00:00+00:00,280,48.514,0
1328,NASA GLC,33616,9018,event_id,33616,Precipitation,Unknown,Unknown,<25km,140,Seattle,2015-12-09 08:00:00+00:00,GSDR,ISD_727934-94248,24498.243064701,2015-12-08 05:00:00+00:00,2015-12-09 10:00:00+00:00,30,51.25,2,2015-12-02 03:00:00+00:00,176,115.15,8
362,NASA GLC,33648,2150,event_id,33648,Precipitation,Slide,Unknown,<1km,681,Cincinnati,2010-07-27 04:00:00+00:00,GSDR,ISD_724297-93812,4857.46079118828,2010-07-27 05:00:00+00:00,2010-07-27 04:00:00+00:00,0,0,0,2010-07-25 08:00:00+00:00,45,0.8,2
972,NASA GLC,33653,1555,event_id,33653,Precipitation,Slide,Unknown,<1km,819,Pittsburgh,2010-03-11 05:00:00+00:00,GSDR,ISD_725205-14762,11131.0349147307,2010-03-12 04:00:00+00:00,2010-03-12 05:00:00+00:00,2,1.1,0,2010-03-12 04:00:00+00:00,2,1.1,0
484,NASA GLC,33677,7127,event_id,33677,Precipitation,Slide,Earth,<1km,7496,Mangaluru,2015-04-21 18:30:00+00:00,GSDR,IN_41,6206.34267597182,2015-04-21 14:30:00+00:00,2015-04-21 18:30:00+00:00,5,12.4,0,2015-04-21 14:30:00+00:00,5,12.4,0
1251,NASA GLC,33735,2832,event_id,33735,Precipitation,Slide,Unknown,Exact,140,Seattle,2010-12-12 08:00:00+00:00,GSDR,ISD_727937-24222,21192.2880198754,2010-12-11 21:00:00+00:00,2010-12-12 17:00:00+00:00,21,25.65,1,2010-12-06 22:00:00+00:00,140,61.05,12
143,NASA GLC,33738,1667,event_id,33738,Precipitation,Slide,Unknown,Exact,1361,Rio de Janeiro,2010-04-06 03:00:00+00:00,GSDR,BR_14,2658.79945171252,2010-04-05 20:00:00+00:00,2010-04-06 05:00:00+00:00,10,105.8,0,2010-04-04 20:00:00+00:00,34,124.2,0
1003,NASA GLC,33817,11078,event_id,33817,Precipitation,Slide,Unknown,Exact,13129,Auckland,2017-04-04 12:00:00+00:00,GSDR,NZ_41351,11428.9028686182,2017-04-04 05:00:00+00:00,2017-04-04 16:00:00+00:00,12,76.2,0,2017-04-02 07:00:00+00:00,58,84.4,0
989,NASA GLC,34015,14329,event_id,34015,Precipitation,Slide,Earth,<5km,14,Los Angeles,2010-12-16 08:00:00+00:00,GSDR,US_048243,11276.6269336881,2010-12-16 09:00:00+00:00,2010-12-16 09:00:00+00:00,1,3.048,0,2010-12-16 09:00:00+00:00,1,3.048,0
1025,NASA GLC,34580,1617,event_id,34580,Precipitation,Slide,Unknown,<1km,1372,Sao Goncalo,2010-04-05 03:00:00+00:00,GSDR,BR_15,11921.7749288949,2010-04-05 20:00:00+00:00,2010-04-05 22:00:00+00:00,3,32.8,0,2010-04-04 20:00:00+00:00,27,38,0
40,NASA GLC,34672,911,event_id,34672,Precipitation,Slide,Earth,<10km,11139,Kuala Lumpur,2008-11-29 16:00:00+00:00,GSDR,MY_kuala lumpur_3217003,1233.48746462359,2008-11-29 17:00:00+00:00,2008-11-29 16:00:00+00:00,0,0,0,2008-11-09 05:00:00+00:00,492,281,0
1199,NASA GLC,34680,2880,event_id,34680,Precipitation,Slide,Unknown,<1km,21,Tijuana,2010-12-22 08:00:00+00:00,GSDR,ISD_722934-53121,17589.8851068153,2010-12-20 23:00:00+00:00,2010-12-22 10:00:00+00:00,36,90.4,3,2010-12-16 09:00:00+00:00,146,134,12
976,NASA GLC,34692,6072,event_id,34692,Precipitation,Slide,Earth,<5km,554,Minneapolis [Saint Paul],2014-06-19 05:00:00+00:00,GSDR,ISD_726575-94960,11163.5261881276,2014-06-19 07:00:00+00:00,2014-06-19 15:00:00+00:00,9,34.4,4,2014-06-14 13:00:00+00:00,123,89.5,9
1261,NASA GLC,34723,3196,event_id,34723,Precipitation,Slide,Earth,<1km,140,Seattle,2011-03-10 08:00:00+00:00,GSDR,US_457473,21498.1901339248,2011-03-10 05:00:00+00:00,2011-03-10 11:00:00+00:00,7,26.924,0,2011-03-08 09:00:00+00:00,51,52.324,0
265,NASA GLC,34760,1656,event_id,34760,Precipitation,Slide,Unknown,<1km,1361,Rio de Janeiro,2010-04-06 03:00:00+00:00,GSDR,BR_25,3805.12547860891,2010-04-05 19:00:00+00:00,2010-04-06 08:00:00+00:00,14,186.6,0,2010-04-04 22:00:00+00:00,35,206.6,0
1024,NASA GLC,34780,1684,event_id,34780,Precipitation,Slide,Unknown,<1km,1372,Sao Goncalo,2010-04-06 03:00:00+00:00,GSDR,BR_15,11903.8021037233,2010-04-05 20:00:00+00:00,2010-04-06 05:00:00+00:00,10,129.6,0,2010-04-04 20:00:00+00:00,34,134.8,0
400,NASA GLC,34785,1408,event_id,34785,Precipitation,Flow,Debris,<10km,14,Los Angeles,2010-01-18 08:00:00+00:00,GSDR,US_CA_133,5366.54888778695,2010-01-17 23:00:00+00:00,2010-01-18 22:00:00+00:00,24,52.324,0,2010-01-17 23:00:00+00:00,24,52.324,0
442,NASA GLC,34815,2180,event_id,34815,Precipitation,Slide,Unknown,<5km,7496,Mangaluru,2010-07-30 18:30:00+00:00,GSDR,IN_41,5744.24287922732,2010-07-31 01:30:00+00:00,2010-07-31 01:30:00+00:00,1,15.3,0,2010-06-04 04:30:00+00:00,1366,2455.5,0
585,NASA GLC,34830,1665,event_id,34830,Precipitation,Slide,Unknown,<1km,1372,Sao Goncalo,2010-04-06 03:00:00+00:00,GSDR,BR_15,7439.56756230326,2010-04-05 20:00:00+00:00,2010-04-06 05:00:00+00:00,10,129.6,0,2010-04-04 20:00:00+00:00,34,134.8,0
816,NASA GLC,35584,978,event_id,35584,Precipitation,Slide,Earth,<5km,14,Los Angeles,2009-02-06 08:00:00+00:00,GSDR,US_047926,9242.09066641861,2009-02-05 23:00:00+00:00,2009-02-06 10:00:00+00:00,12,58.674,0,2009-02-05 23:00:00+00:00,12,58.674,0
51,NASA GLC,35615,1949,event_id,35615,Precipitation,Slide,Unknown,Exact,13121,Wellington,2010-06-05 12:00:00+00:00,GSDR,NZ_41229,1438.32596781415,2010-06-05 18:00:00+00:00,2010-06-06 01:00:00+00:00,8,17.3,0,2010-06-05 18:00:00+00:00,8,17.3,0
144,NASA GLC,35628,345,event_id,35628,Precipitation,Slide,Earth,<5km,1,Honolulu,2007-11-03 10:00:00+00:00,GSDR,US_510404,2683.22803169005,2007-11-04 10:00:00+00:00,2007-11-04 10:00:00+00:00,1,7.62,0,2007-10-29 07:00:00+00:00,148,83.82,0
166,GFLD V2,36,2287,LandslideN,35688,Precipitation,Unknown,Unknown,<5km,1361,Rio de Janeiro,2010-04-05 03:00:00+00:00,GSDR,BR_4,2916.47683279696,2010-04-05 20:00:00+00:00,2010-04-06 00:00:00+00:00,5,81.6,0,2010-04-04 21:00:00+00:00,28,103.6,0
861,GFLD V2,37,2289,LandslideN,35689,Precipitation,Unknown,Unknown,<5km,1372,Sao Goncalo,2010-04-05 03:00:00+00:00,GSDR,BR_2,9663.02202834238,2010-04-05 12:00:00+00:00,2010-04-06 02:00:00+00:00,15,53.8,0,2010-04-04 23:00:00+00:00,28,56,0
855,GFLD V2,38,2297,LandslideN,35690,Precipitation,Unknown,Unknown,<5km,1372,Sao Goncalo,2010-04-05 03:00:00+00:00,GSDR,BR_15,9638.92960639783,2010-04-05 20:00:00+00:00,2010-04-05 22:00:00+00:00,3,32.8,0,2010-04-04 20:00:00+00:00,27,38,0
37,GFLD V2,211,212,LandslideN,35863,Precipitation,Unknown,Unknown,<1km,11139,Kuala Lumpur,2004-11-04 16:00:00+00:00,GSDR,MY_kuala lumpur_3217003,1184.82974227915,2004-11-05 09:00:00+00:00,2004-11-05 10:00:00+00:00,2,29.5,0,2004-10-26 10:00:00+00:00,241,224,0
135,GFLD V2,217,3169,LandslideN,35869,Precipitation,Unknown,Unknown,<1km,11139,Kuala Lumpur,2012-03-06 16:00:00+00:00,GSDR,MY_kuala lumpur_3116003,2448.58347815832,2012-03-07 09:00:00+00:00,2012-03-07 13:00:00+00:00,5,72,0,2012-02-23 22:00:00+00:00,304,187,0
408,GFLD V2,389,3457,LandslideN,36041,Precipitation,Unknown,Unknown,<5km,3868,Durban,2012-12-10 22:00:00+00:00,SAWS,DURBAN SOUTH AWS,5435.23658571222,2012-12-10 11:00:00+00:00,2012-12-10 23:00:00+00:00,13,38.4,0,2012-12-10 06:00:00+00:00,18,39.2,0
1263,GFLD V2,391,3071,LandslideN,36043,Precipitation,Unknown,Unknown,<25km,3868,Durban,2011-11-26 22:00:00+00:00,SAWS,DURBAN SOUTH AWS,21571.2914767113,2011-11-27 16:00:00+00:00,2011-11-27 22:00:00+00:00,7,58.6,0,2011-11-16 19:00:00+00:00,268,235,0
625,GFLD V2,523,253,LandslideN,36175,Precipitation,Unknown,Unknown,<10km,14,Los Angeles,2005-01-09 08:00:00+00:00,GSDR,ISD_722874-93134,7876.26882051904,2005-01-08 19:00:00+00:00,2005-01-09 14:00:00+00:00,20,31.65,1,2005-01-07 14:00:00+00:00,49,83.7,3
275,GFLD V2,656,2190,LandslideN,36308,Precipitation,Unknown,Unknown,<1km,1361,Rio de Janeiro,2009-12-31 02:00:00+00:00,GSDR,BR_9,3903.16229648183,2009-12-30 14:00:00+00:00,2009-12-31 12:00:00+00:00,23,167.4,0,2009-12-25 21:00:00+00:00,136,241.6,0
15,GFLD V2,659,2288,LandslideN,36311,Precipitation,Unknown,Unknown,<10km,1361,Rio de Janeiro,2010-04-05 03:00:00+00:00,GSDR,BR_5,762.679126727216,2010-04-05 14:00:00+00:00,2010-04-05 22:00:00+00:00,9,40.2,0,2010-04-04 21:00:00+00:00,26,43.2,0
941,GFLD V2,660,2299,LandslideN,36312,Precipitation,Unknown,Unknown,<1km,1372,Sao Goncalo,2010-04-06 03:00:00+00:00,GSDR,BR_15,10686.853347786,2010-04-05 20:00:00+00:00,2010-04-06 05:00:00+00:00,10,129.6,0,2010-04-04 20:00:00+00:00,34,134.8,0
25,GFLD V2,1737,2259,LandslideN,37389,Precipitation,Unknown,Unknown,<10km,1361,Rio de Janeiro,2010-03-07 03:00:00+00:00,GSDR,BR_5,1015.44883483546,2010-03-06 22:00:00+00:00,2010-03-07 03:00:00+00:00,6,82.6,0,2010-02-25 11:00:00+00:00,233,219,0
5,GFLD V2,1738,2260,LandslideN,37390,Precipitation,Unknown,Unknown,<25km,1361,Rio de Janeiro,2010-03-07 03:00:00+00:00,GSDR,BR_24,486.178404288267,2010-03-06 21:00:00+00:00,2010-03-07 03:00:00+00:00,7,89,0,2010-02-28 23:00:00+00:00,149,168,0
22,GFLD V2,1742,2296,LandslideN,37394,Precipitation,Unknown,Unknown,<5km,1361,Rio de Janeiro,2010-04-05 03:00:00+00:00,GSDR,BR_3,952.511210662245,2010-04-05 12:00:00+00:00,2010-04-06 00:00:00+00:00,13,106.2,0,2010-04-04 20:00:00+00:00,29,113,0
56,GFLD V2,1743,2286,LandslideN,37395,Precipitation,Unknown,Unknown,<25km,1361,Rio de Janeiro,2010-04-05 03:00:00+00:00,GSDR,BR_7,1517.1276712415,2010-04-05 20:00:00+00:00,2010-04-05 22:00:00+00:00,3,56.8,0,2010-04-04 20:00:00+00:00,27,85.6,0
187,GFLD V2,3435,2293,LandslideN,39087,Precipitation,Unknown,Unknown,<25km,1361,Rio de Janeiro,2010-04-05 03:00:00+00:00,GSDR,BR_24,3205.07842048726,2010-04-05 20:00:00+00:00,2010-04-05 22:00:00+00:00,3,48.6,0,2010-04-04 19:00:00+00:00,28,55.8,0
1244,GFLD V2,4572,1049,LandslideN,40224,Precipitation,Unknown,Unknown,<25km,6845,Mumbai,2007-06-23 18:30:00+00:00,GSDR,IN_44,20841.3575594166,2007-06-23 10:30:00+00:00,2007-06-23 22:30:00+00:00,13,240,0,2007-06-12 20:30:00+00:00,267,362,0
171,GFLD V2,4596,465,LandslideN,40248,Precipitation,Unknown,Unknown,<25km,9915,Guwahati,2005-08-23 18:30:00+00:00,GSDR,IN_22,2931.83046223691,2005-08-24 12:30:00+00:00,2005-08-24 12:30:00+00:00,1,1.5,0,2005-08-24 12:30:00+00:00,1,1.5,0
170,GFLD V2,4597,185,LandslideN,40249,Precipitation,Unknown,Unknown,<25km,9915,Guwahati,2004-10-07 18:30:00+00:00,GSDR,IN_22,2931.83046223691,2004-10-06 02:30:00+00:00,2004-10-07 22:30:00+00:00,45,225.4,0,2004-10-02 10:30:00+00:00,133,275.8,0
129,GFLD V2,4606,462,LandslideN,40258,Precipitation,Unknown,Unknown,<5km,9915,Guwahati,2005-08-23 18:30:00+00:00,GSDR,IN_22,2433.09741970586,2005-08-24 12:30:00+00:00,2005-08-24 12:30:00+00:00,1,1.5,0,2005-08-24 12:30:00+00:00,1,1.5,0
130,GFLD V2,4607,105,LandslideN,40259,Precipitation,Unknown,Unknown,<5km,9915,Guwahati,2004-07-14 18:30:00+00:00,GSDR,IN_22,2433.09741970586,2004-07-14 18:30:00+00:00,2004-07-14 19:30:00+00:00,2,64.9,0,2004-07-11 18:30:00+00:00,74,74.7,0
1180,GFLD V2,4621,2528,LandslideN,40273,Precipitation,Unknown,Unknown,<10km,6845,Mumbai,2010-08-16 18:30:00+00:00,GSDR,IN_44,16685.7189628495,2010-08-16 15:30:00+00:00,2010-08-17 14:30:00+00:00,24,106.1,0,2010-07-15 15:30:00+00:00,792,899.8,48
1223,GFLD V2,4672,138,LandslideN,40324,Precipitation,Unknown,Unknown,<5km,6845,Mumbai,2004-08-11 18:30:00+00:00,GSDR,IN_44,18974.9114061126,2004-08-12 12:30:00+00:00,2004-08-12 12:30:00+00:00,1,4.2,0,2004-07-08 22:30:00+00:00,831,1011.7,72
929,GFLD V2,4679,126,LandslideN,40331,Precipitation,Unknown,Unknown,<1km,6845,Mumbai,2004-07-31 18:30:00+00:00,GSDR,IN_44,10471.9112318738,2004-07-31 08:30:00+00:00,2004-08-01 03:30:00+00:00,20,64.4,0,2004-07-08 22:30:00+00:00,558,536.1,48
1221,GFLD V2,4702,418,LandslideN,40354,Precipitation,Unknown,Unknown,<25km,6845,Mumbai,2005-07-26 18:30:00+00:00,GSDR,IN_44,18869.6578107499,2005-07-25 16:30:00+00:00,2005-07-27 03:30:00+00:00,36,86.8,24,2005-07-16 04:30:00+00:00,264,363.7,24
1140,GFLD V2,4747,415,LandslideN,40399,Precipitation,Unknown,Unknown,<5km,6845,Mumbai,2005-07-25 18:30:00+00:00,GSDR,IN_44,14807.2827052896,2005-07-25 16:30:00+00:00,2005-07-26 18:30:00+00:00,27,34.5,24,2005-07-16 04:30:00+00:00,255,311.4,24
155,GFLD V2,4751,107,LandslideN,40403,Precipitation,Unknown,Unknown,<1km,9915,Guwahati,2004-07-14 18:30:00+00:00,GSDR,IN_22,2808.80848228183,2004-07-14 18:30:00+00:00,2004-07-14 19:30:00+00:00,2,64.9,0,2004-07-11 18:30:00+00:00,74,74.7,0
1208,GFLD V2,4788,413,LandslideN,40440,Precipitation,Unknown,Unknown,<25km,6845,Mumbai,2005-07-25 18:30:00+00:00,GSDR,IN_44,17990.522759988,2005-07-25 16:30:00+00:00,2005-07-26 18:30:00+00:00,27,34.5,24,2005-07-16 04:30:00+00:00,255,311.4,24
1209,GFLD V2,4789,494,LandslideN,40441,Precipitation,Unknown,Unknown,<25km,6845,Mumbai,2005-09-09 18:30:00+00:00,GSDR,IN_44,17990.522759988,2005-09-09 14:30:00+00:00,2005-09-09 18:30:00+00:00,5,11,1,2005-09-02 13:30:00+00:00,174,124.4,1
1065,GFLD V2,5063,414,LandslideN,40715,Precipitation,Unknown,Unknown,<25km,6845,Mumbai,2005-07-25 18:30:00+00:00,GSDR,IN_44,12620.0797400987,2005-07-25 16:30:00+00:00,2005-07-26 18:30:00+00:00,27,34.5,24,2005-07-16 04:30:00+00:00,255,311.4,24
1285,GFLD V2,5067,2373,LandslideN,40719,Precipitation,Unknown,Unknown,<5km,6845,Mumbai,2010-06-07 18:30:00+00:00,GSDR,IN_44,22399.7197348048,2010-06-08 00:30:00+00:00,2010-06-08 00:30:00+00:00,1,1.8,0,2010-06-06 04:30:00+00:00,45,9.3,0
1284,GFLD V2,5068,3665,LandslideN,40720,Precipitation,Unknown,Unknown,<5km,6845,Mumbai,2013-07-09 18:30:00+00:00,GSDR,IN_44,22399.7197348048,2013-07-09 15:30:00+00:00,2013-07-10 07:30:00+00:00,17,64.9,0,2013-06-02 14:30:00+00:00,906,1089.1,0
617,Geoscience Australia Landslide Search,1671,1754,"Landslip
ID",42595,Precipitation,Unknown,Unknown,<1km,13043,Sydney,2014-08-18 14:00:00+00:00,GSDR,AU_066059,7823.06065988515,2014-08-17 22:00:00+00:00,2014-08-18 15:00:00+00:00,18,52.2,0,2014-08-16 00:00:00+00:00,64,102.8,0
321,Geoscience Australia Landslide Search,1723,1811,"Landslip
ID",42629,Precipitation,Fall,Unknown,<1km,13043,Sydney,2015-04-21 14:00:00+00:00,GSDR,AU_66124,4338.36707610609,2015-04-19 17:00:00+00:00,2015-04-21 16:00:00+00:00,48,186.4,0,2015-04-15 10:00:00+00:00,151,202,0
1034,Geoscience Australia Landslide Search,1793,1881,"Landslip
ID",42672,Precipitation,Unknown,Unknown,<1km,13023,Melbourne,2015-07-12 14:00:00+00:00,GSDR,AU_086338,12164.2930854032,2015-07-13 07:00:00+00:00,2015-07-13 11:00:00+00:00,5,2.8,0,2015-07-10 20:00:00+00:00,64,31.3,1
1036,Geoscience Australia Landslide Search,1814,1902,"Landslip
ID",42684,Precipitation,Unknown,Unknown,<1km,13023,Melbourne,2015-07-13 14:00:00+00:00,GSDR,AU_086338,12188.8989276037,2015-07-14 05:00:00+00:00,2015-07-14 12:00:00+00:00,8,3,0,2015-07-10 20:00:00+00:00,89,35.3,1
221,Landslide & Torrential Colombia Geodatabase,7334,5f5652c36f9d0415f2ff6bbb,_id,50137,Precipitation,Slide,Earth,<10km,561,Medellín,2018-01-10 05:00:00+00:00,IDEAM,27015310,3537.19276668627,2018-01-10 06:00:00+00:00,2018-01-10 06:00:00+00:00,1,0.1,0,2018-01-09 05:00:00+00:00,26,5.9,0
549,Landslide & Torrential Colombia Geodatabase,7335,5f5652c36f9d0415f2ff6bd1,_id,50138,Precipitation,Unknown,Unknown,<10km,561,Medellín,2018-04-09 05:00:00+00:00,IDEAM,27015290,7074.60652265143,2018-04-09 23:00:00+00:00,2018-04-10 00:00:00+00:00,2,17.9,0,2018-04-09 23:00:00+00:00,2,17.9,0
407,Landslide & Torrential Colombia Geodatabase,7432,5f5652c36f9d0415f2ff6b97,_id,50235,Precipitation,Slide,Earth,<10km,561,Medellín,2017-10-03 05:00:00+00:00,IDEAM,27015330,5432.98376197925,2017-10-03 20:00:00+00:00,2017-10-03 21:00:00+00:00,2,3.282,0,2017-09-28 20:00:00+00:00,122,66.209,0
439,Landslide & Torrential Colombia Geodatabase,7433,5f5652c36f9d0415f2ff6baf,_id,50236,Precipitation,Slide,Earth,<10km,561,Medellín,2017-12-13 05:00:00+00:00,IDEAM,27015310,5725.56487612114,2017-12-13 02:00:00+00:00,2017-12-13 05:00:00+00:00,4,6,0,2017-12-08 20:00:00+00:00,106,28.9,0
77,Landslide & Torrential Colombia Geodatabase,7434,5f5652c36f9d0415f2ff6bf1,_id,50237,Precipitation,Unknown,Unknown,<10km,561,Medellín,2018-05-15 05:00:00+00:00,IDEAM,27015330,1827.9431709062,2018-05-15 21:00:00+00:00,2018-05-15 21:00:00+00:00,1,3.891,0,2018-04-23 01:00:00+00:00,549,276.048,0
126,Landslide & Torrential Colombia Geodatabase,7436,5f5652c36f9d0415f2ff6c20,_id,50239,Precipitation,Unknown,Unknown,Exact,561,Medellín,2018-11-25 05:00:00+00:00,IDEAM,27015290,2345.14489356168,2018-11-25 22:00:00+00:00,2018-11-26 00:00:00+00:00,3,43.9,0,2018-11-22 22:00:00+00:00,75,130.4,0
366,Landslide & Torrential Colombia Geodatabase,7437,5f5652c36f9d0415f2ff6c35,_id,50240,Precipitation,Slide,Earth,Exact,561,Medellín,2019-03-11 05:00:00+00:00,IDEAM,27015290,4922.55163208884,2019-03-11 21:00:00+00:00,2019-03-11 23:00:00+00:00,3,13,0,2019-03-07 04:00:00+00:00,116,37.7,0
38,Landslide & Torrential Colombia Geodatabase,7487,5f5652c36f9d0415f2ff6b7c,_id,50290,Precipitation,Slide,Earth,<10km,561,Medellín,2017-05-08 05:00:00+00:00,IDEAM,27015310,1198.13766775084,2017-05-08 04:00:00+00:00,2017-05-08 05:00:00+00:00,2,18.2,0,2017-04-30 12:00:00+00:00,186,78.4,0
420,Landslide & Torrential Colombia Geodatabase,7495,5f5652c36f9d0415f2ff6c12,_id,50298,Precipitation,Unknown,Unknown,Exact,561,Medellín,2018-09-27 05:00:00+00:00,IDEAM,27015290,5563.2905388279,2018-09-27 21:00:00+00:00,2018-09-27 23:00:00+00:00,3,20.2,0,2018-09-27 03:00:00+00:00,21,39.4,0
392,Landslide & Torrential Colombia Geodatabase,7563,5f5652c36f9d0415f2ff6c22,_id,50366,Precipitation,Unknown,Unknown,Exact,561,Medellín,2018-11-25 05:00:00+00:00,IDEAM,27015290,5230.46036410398,2018-11-25 22:00:00+00:00,2018-11-26 00:00:00+00:00,3,43.9,0,2018-11-22 22:00:00+00:00,75,130.4,0
119,Landslide & Torrential Colombia Geodatabase,7565,5f5652c36f9d0415f2ff6c3f,_id,50368,Precipitation,Unknown,Unknown,<10km,561,Medellín,2019-05-26 05:00:00+00:00,IDEAM,27015290,2288.46026829504,2019-05-27 04:00:00+00:00,2019-05-27 05:00:00+00:00,2,8,0,2019-05-16 21:00:00+00:00,249,125.7,0
426,Landslide & Torrential Colombia Geodatabase,7566,5f5652c36f9d0415f2ff6c40,_id,50369,Precipitation,Unknown,Unknown,<10km,561,Medellín,2019-05-26 05:00:00+00:00,IDEAM,27015290,5623.51996633554,2019-05-27 04:00:00+00:00,2019-05-27 05:00:00+00:00,2,8,0,2019-05-16 21:00:00+00:00,249,125.7,0
160,Landslide & Torrential Colombia Geodatabase,7611,5f5652c36f9d0415f2ff6c16,_id,50414,Precipitation,Slide,Earth,Exact,561,Medellín,2018-10-06 05:00:00+00:00,IDEAM,27015330,2869.63283777679,2018-10-06 08:00:00+00:00,2018-10-06 11:00:00+00:00,4,43.483,0,2018-09-27 07:00:00+00:00,221,201.403,0
490,Landslide & Torrential Colombia Geodatabase,7730,5f5652c36f9d0415f2ff6b8a,_id,50533,Precipitation,Slide,Earth,<10km,561,Medellín,2017-06-26 05:00:00+00:00,IDEAM,27015310,6288.26306319708,2017-06-26 03:00:00+00:00,2017-06-26 09:00:00+00:00,7,2.5,0,2017-06-25 17:00:00+00:00,17,2.9,0
100,Landslide & Torrential Colombia Geodatabase,7782,5f5652c36f9d0415f2ff6bc7,_id,50585,Precipitation,Unknown,Unknown,<10km,561,Medellín,2018-03-26 05:00:00+00:00,IDEAM,27015290,2048.46120626352,2018-03-26 22:00:00+00:00,2018-03-26 23:00:00+00:00,2,56.9,0,2018-03-18 21:00:00+00:00,195,127.1,0
327,Landslide & Torrential Colombia Geodatabase,7785,5f5652c36f9d0415f2ff6c03,_id,50588,Precipitation,Slide,Earth,<10km,561,Medellín,2018-05-10 05:00:00+00:00,IDEAM,27015290,4378.29430972586,2018-05-10 23:00:00+00:00,2018-05-11 02:00:00+00:00,4,11.5,0,2018-04-23 01:00:00+00:00,434,194.3,0
220,Landslide & Torrential Colombia Geodatabase,7842,5f5652c36f9d0415f2ff6bca,_id,50645,Precipitation,Unknown,Unknown,<10km,561,Medellín,2018-03-26 05:00:00+00:00,IDEAM,27015310,3537.19276668627,2018-03-26 14:00:00+00:00,2018-03-26 14:00:00+00:00,1,0.1,0,2018-03-19 01:00:00+00:00,182,25.5,0
1101,Landslide & Torrential Colombia Geodatabase,7845,5f5652c36f9d0415f2ff6c21,_id,50648,Precipitation,Unknown,Unknown,Exact,561,Medellín,2018-11-25 05:00:00+00:00,IDEAM,27015290,13768.013357548,2018-11-25 22:00:00+00:00,2018-11-26 00:00:00+00:00,3,43.9,0,2018-11-22 22:00:00+00:00,75,130.4,0
1051,Landslide & Torrential Colombia Geodatabase,7846,5f5652c36f9d0415f2ff6c5e,_id,50649,Precipitation,Unknown,Unknown,<10km,561,Medellín,2020-04-30 05:00:00+00:00,IDEAM,27015330,12384.1865116199,2020-04-30 06:00:00+00:00,2020-04-30 05:00:00+00:00,0,0,0,2020-04-28 06:00:00+00:00,48,1.877,0
588,Landslide & Torrential Colombia Geodatabase,7888,5f5652c36f9d0415f2ff6b6e,_id,50691,Precipitation,Slide,Earth,<10km,561,Medellín,2017-04-01 05:00:00+00:00,IDEAM,27015290,7484.05507233161,2017-03-31 20:00:00+00:00,2017-04-01 06:00:00+00:00,11,15.9,0,2017-03-05 12:00:00+00:00,643,244.9,0
550,Landslide & Torrential Colombia Geodatabase,7890,5f5652c36f9d0415f2ff6bd3,_id,50693,Precipitation,Unknown,Unknown,<10km,561,Medellín,2018-04-02 05:00:00+00:00,IDEAM,27015290,7074.60652265143,2018-04-02 21:00:00+00:00,2018-04-03 01:00:00+00:00,5,6.3,0,2018-03-18 21:00:00+00:00,365,165.9,0
422,Landslide & Torrential Colombia Geodatabase,7894,5f5652c36f9d0415f2ff6bf0,_id,50697,Precipitation,Slide,Earth,<10km,561,Medellín,2018-05-16 05:00:00+00:00,IDEAM,27015330,5571.78246146063,2018-05-17 02:00:00+00:00,2018-05-17 03:00:00+00:00,2,1.594,0,2018-04-23 01:00:00+00:00,579,281.744,0
248,Landslide & Torrential Colombia Geodatabase,7949,5f5652c36f9d0415f2ff6b74,_id,50752,Precipitation,Unknown,Unknown,<10km,561,Medellín,2017-04-08 05:00:00+00:00,IDEAM,27015330,3598.94996086888,2017-04-08 21:00:00+00:00,2017-04-08 22:00:00+00:00,2,9.578,0,2017-04-08 21:00:00+00:00,2,9.578,0
20,Landslide & Torrential Colombia Geodatabase,7950,5f5652c36f9d0415f2ff6b75,_id,50753,Precipitation,Unknown,Unknown,<10km,561,Medellín,2017-04-08 05:00:00+00:00,IDEAM,27015330,833.828095575343,2017-04-08 21:00:00+00:00,2017-04-08 22:00:00+00:00,2,9.578,0,2017-04-08 21:00:00+00:00,2,9.578,0
136,Landslide & Torrential Colombia Geodatabase,7953,5f5652c36f9d0415f2ff6bf5,_id,50756,Precipitation,Slide,Earth,<10km,561,Medellín,2018-06-02 05:00:00+00:00,IDEAM,27015330,2481.9391700726,2018-06-01 17:00:00+00:00,2018-06-02 18:00:00+00:00,26,16.702,0,2018-04-23 01:00:00+00:00,978,427.455,0
554,Landslide & Torrential Colombia Geodatabase,7955,5f5652c36f9d0415f2ff6c1e,_id,50758,Precipitation,Unknown,Unknown,Exact,561,Medellín,2018-11-24 05:00:00+00:00,IDEAM,27015290,7117.91626698617,2018-11-25 00:00:00+00:00,2018-11-25 00:00:00+00:00,1,20,0,2018-11-22 22:00:00+00:00,51,67.7,0
